"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/24/2024","AQS","180430008","1","0.054","ppm","50","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"06/25/2024","AQS","180430008","1","0.055","ppm","51","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"06/26/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"06/27/2024","AQS","180430008","1","0.058","ppm","61","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"06/28/2024","AQS","180430008","1","0.06","ppm","67","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"06/29/2024","AQS","180430008","1","0.044","ppm","41","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"06/30/2024","AQS","180430008","1","0.042","ppm","39","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/01/2024","AQS","180430008","1","0.05","ppm","46","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/02/2024","AQS","180430008","1","0.064","ppm","80","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/04/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/05/2024","AQS","180430008","1","0.045","ppm","42","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/06/2024","AQS","180430008","1","0.047","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/07/2024","AQS","180430008","1","0.061","ppm","71","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/08/2024","AQS","180430008","1","0.058","ppm","61","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/09/2024","AQS","180430008","1","0.046","ppm","43","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/10/2024","AQS","180430008","1","0.051","ppm","47","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/11/2024","AQS","180430008","1","0.047","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/12/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/13/2024","AQS","180430008","1","0.054","ppm","50","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/14/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/15/2024","AQS","180430008","1","0.049","ppm","45","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/16/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/17/2024","AQS","180430008","1","0.044","ppm","41","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/18/2024","AQS","180430008","1","0.037","ppm","34","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/19/2024","AQS","180430008","1","0.053","ppm","49","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/20/2024","AQS","180430008","1","0.055","ppm","51","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/21/2024","AQS","180430008","1","0.055","ppm","51","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/22/2024","AQS","180430008","1","0.058","ppm","61","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/23/2024","AQS","180430008","1","0.052","ppm","48","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/24/2024","AQS","180430008","1","0.053","ppm","49","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/25/2024","AQS","180430008","1","0.052","ppm","48","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/26/2024","AQS","180430008","1","0.06","ppm","67","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/27/2024","AQS","180430008","1","0.062","ppm","74","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/28/2024","AQS","180430008","1","0.02","ppm","19","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/29/2024","AQS","180430008","1","0.03","ppm","28","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/30/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"07/31/2024","AQS","180430008","1","0.037","ppm","34","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/01/2024","AQS","180430008","1","0.04","ppm","37","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/02/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/03/2024","AQS","180430008","1","0.042","ppm","39","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/04/2024","AQS","180430008","1","0.051","ppm","47","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/05/2024","AQS","180430008","1","0.051","ppm","47","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/06/2024","AQS","180430008","1","0.063","ppm","77","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/07/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/08/2024","AQS","180430008","1","0.044","ppm","41","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/09/2024","AQS","180430008","1","0.046","ppm","43","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/10/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/11/2024","AQS","180430008","1","0.034","ppm","31","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/12/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/13/2024","AQS","180430008","1","0.052","ppm","48","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/14/2024","AQS","180430008","1","0.062","ppm","74","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/15/2024","AQS","180430008","1","0.054","ppm","50","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/16/2024","AQS","180430008","1","0.044","ppm","41","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/17/2024","AQS","180430008","1","0.05","ppm","46","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/18/2024","AQS","180430008","1","0.035","ppm","32","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/19/2024","AQS","180430008","1","0.043","ppm","40","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/20/2024","AQS","180430008","1","0.037","ppm","34","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/21/2024","AQS","180430008","1","0.047","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/22/2024","AQS","180430008","1","0.049","ppm","45","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/23/2024","AQS","180430008","1","0.058","ppm","61","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/24/2024","AQS","180430008","1","0.054","ppm","50","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/25/2024","AQS","180430008","1","0.065","ppm","84","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/26/2024","AQS","180430008","1","0.06","ppm","67","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/27/2024","AQS","180430008","1","0.059","ppm","64","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/28/2024","AQS","180430008","1","0.063","ppm","77","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/29/2024","AQS","180430008","1","0.065","ppm","84","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/30/2024","AQS","180430008","1","0.052","ppm","48","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"08/31/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/01/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/02/2024","AQS","180430008","1","0.042","ppm","39","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/03/2024","AQS","180430008","1","0.043","ppm","40","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/04/2024","AQS","180430008","1","0.067","ppm","90","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/05/2024","AQS","180430008","1","0.052","ppm","48","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/06/2024","AQS","180430008","1","0.05","ppm","46","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/07/2024","AQS","180430008","1","0.034","ppm","31","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/08/2024","AQS","180430008","1","0.039","ppm","36","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/09/2024","AQS","180430008","1","0.045","ppm","42","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/10/2024","AQS","180430008","1","0.059","ppm","64","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/11/2024","AQS","180430008","1","0.059","ppm","64","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/12/2024","AQS","180430008","1","0.057","ppm","58","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/13/2024","AQS","180430008","1","0.03","ppm","28","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/14/2024","AQS","180430008","1","0.04","ppm","37","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/15/2024","AQS","180430008","1","0.04","ppm","37","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/16/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/17/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/18/2024","AQS","180430008","1","0.045","ppm","42","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/19/2024","AQS","180430008","1","0.051","ppm","47","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/20/2024","AQS","180430008","1","0.05","ppm","46","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/21/2024","AQS","180430008","1","0.05","ppm","46","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/22/2024","AQS","180430008","1","0.028","ppm","26","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/23/2024","AQS","180430008","1","0.025","ppm","23","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/24/2024","AQS","180430008","1","0.032","ppm","30","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"09/25/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","047","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/02/2024","AQS","180430008","1","0.037","ppm","34","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/03/2024","AQS","180430008","1","0.049","ppm","45","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/05/2024","AQS","180430008","1","0.062","ppm","74","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/06/2024","AQS","180430008","1","0.052","ppm","48","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/07/2024","AQS","180430008","1","0.038","ppm","35","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/08/2024","AQS","180430008","1","0.038","ppm","35","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/09/2024","AQS","180430008","1","0.045","ppm","42","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/10/2024","AQS","180430008","1","0.046","ppm","43","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/11/2024","AQS","180430008","1","0.047","ppm","44","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/12/2024","AQS","180430008","1","0.057","ppm","58","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/13/2024","AQS","180430008","1","0.049","ppm","45","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/14/2024","AQS","180430008","1","0.028","ppm","26","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/15/2024","AQS","180430008","1","0.028","ppm","26","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/16/2024","AQS","180430008","1","0.032","ppm","30","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/17/2024","AQS","180430008","1","0.036","ppm","33","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/18/2024","AQS","180430008","1","0.039","ppm","36","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/19/2024","AQS","180430008","1","0.043","ppm","40","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/20/2024","AQS","180430008","1","0.047","ppm","44","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/21/2024","AQS","180430008","1","0.05","ppm","46","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/22/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/23/2024","AQS","180430008","1","0.051","ppm","47","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/24/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/25/2024","AQS","180430008","1","0.047","ppm","44","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/26/2024","AQS","180430008","1","0.039","ppm","36","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/27/2024","AQS","180430008","1","0.041","ppm","38","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/28/2024","AQS","180430008","1","0.034","ppm","31","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/29/2024","AQS","180430008","1","0.048","ppm","44","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"10/30/2024","AQS","180430008","1","0.045","ppm","42","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/14/2024","AQS","180430008","1","0.016","ppm","15","","14","82.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/15/2024","AQS","180430008","1","0.023","ppm","21","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/16/2024","AQS","180430008","1","0.03","ppm","28","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/17/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/18/2024","AQS","180430008","1","0.029","ppm","27","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/19/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/20/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/21/2024","AQS","180430008","1","0.019","ppm","18","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/22/2024","AQS","180430008","1","0.016","ppm","15","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/23/2024","AQS","180430008","1","0.017","ppm","16","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/24/2024","AQS","180430008","1","0.029","ppm","27","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/25/2024","AQS","180430008","1","0.035","ppm","32","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/26/2024","AQS","180430008","1","0.022","ppm","20","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/27/2024","AQS","180430008","1","0.021","ppm","19","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/28/2024","AQS","180430008","1","0.021","ppm","19","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/29/2024","AQS","180430008","1","0.032","ppm","30","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"11/30/2024","AQS","180430008","1","0.028","ppm","26","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/01/2024","AQS","180430008","1","0.03","ppm","28","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/02/2024","AQS","180430008","1","0.025","ppm","23","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/03/2024","AQS","180430008","1","0.023","ppm","21","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/04/2024","AQS","180430008","1","0.036","ppm","33","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/05/2024","AQS","180430008","1","0.024","ppm","22","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/06/2024","AQS","180430008","1","0.024","ppm","22","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/07/2024","AQS","180430008","1","0.031","ppm","29","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/08/2024","AQS","180430008","1","0.033","ppm","31","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/09/2024","AQS","180430008","1","0.025","ppm","23","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/10/2024","AQS","180430008","1","0.017","ppm","16","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
"12/11/2024","AQS","180430008","1","0.03","ppm","28","","17","100.0000","44201","Ozone","087","31140","Louisville/Jefferson County, KY-IN","18","Indiana","043","Floyd","38.317813","-85.833322"
